Time,Voltage,Readout
0.0,0.0469970628619194,1.0
5.699694156646729e-07,0.04692381992936134,1.0
1.1380761861801147e-06,0.04680174961686134,1.0
1.7080456018447876e-06,0.046606436371803284,1.0
2.2761523723602295e-06,0.046386707574129105,1.0
2.8461217880249023e-06,0.046142566949129105,1.0
3.4142285585403442e-06,0.045703113079071045,1.0
3.982335329055786e-06,0.044970687478780746,1.0
4.552304744720459e-06,0.04399412125349045,1.0
5.120411515235901e-06,0.04282224178314209,1.0
5.690380930900574e-06,0.04155270755290985,1.0
6.258487701416016e-06,0.04030758887529373,1.0
6.8265944719314575e-06,0.039135709404945374,1.0
7.39656388759613e-06,0.038085900247097015,1.0
7.964670658111572e-06,0.037206992506980896,1.0
8.534640073776245e-06,0.0364745669066906,1.0
9.102746844291687e-06,0.0358642153441906,1.0
9.67271625995636e-06,0.03547358885407448,1.0
1.0240823030471802e-05,0.0352538600564003,1.0
1.0808929800987244e-05,0.03515620529651642,1.0
1.1378899216651917e-05,0.03515620529651642,1.0
1.1947005987167358e-05,0.03518061712384224,1.0
1.2516975402832031e-05,0.03518061712384224,1.0
1.3085082173347473e-05,0.03510737419128418,1.0
1.3655051589012146e-05,0.03493647649884224,1.0
1.4223158359527588e-05,0.03471674770116806,1.0
1.479126513004303e-05,0.0345214381814003,1.0
1.5361234545707703e-05,0.03435053676366806,1.0
1.5929341316223145e-05,0.0342772975564003,1.0
1.6499310731887817e-05,0.0342772975564003,1.0
1.706741750240326e-05,0.0343993678689003,1.0
1.76355242729187e-05,0.03461909294128418,1.0
1.8205493688583374e-05,0.03496089205145836,1.0
1.8773600459098816e-05,0.03535151854157448,1.0
1.934356987476349e-05,0.03579097241163254,1.0
1.991167664527893e-05,0.03620601072907448,1.0
2.0481646060943604e-05,0.03662105277180672,1.0
2.1049752831459045e-05,0.03698726370930672,1.0
2.1617859601974487e-05,0.037255819886922836,1.0
2.218782901763916e-05,0.037402305752038956,1.0
2.2755935788154602e-05,0.037475548684597015,1.0
2.3325905203819275e-05,0.03742671757936478,1.0
2.3894011974334717e-05,0.03730464726686478,1.0
2.446211874485016e-05,0.03710933402180672,1.0
2.503208816051483e-05,0.03691402077674866,1.0
2.5600194931030273e-05,0.03681636601686478,1.0
2.6170164346694946e-05,0.03681636601686478,1.0
2.6738271117210388e-05,0.03693843632936478,1.0
2.730824053287506e-05,0.037206992506980896,1.0
2.7876347303390503e-05,0.037622030824422836,1.0
2.8444454073905945e-05,0.038134731352329254,1.0
2.9014423489570618e-05,0.038671839982271194,1.0
2.958253026008606e-05,0.039086878299713135,1.0
3.0152499675750732e-05,0.03933102265000343,1.0
3.0720606446266174e-05,0.039355434477329254,1.0
3.129057586193085e-05,0.039257779717445374,1.0
3.185868263244629e-05,0.039086878299713135,1.0
